startup_name,startup_amount_invested,startup_article_publication_date,startup_more_inf_url,startup_levée_de_fonds,startup_founders,startup_Number_of_employees,startup_web_site_url,startup_linkedin_url,startup_facebook_url,startup_instagram_url,startup_phone,startup_email,startup_phrasechoc
Mycophyto annonce une levée de fonds de 4 millions d’euros en serie B,4 155 000,11/01/2023,https://www.jaimelesstartups.fr/news/mycophyto-annonce-une-levee-de-fonds-de-4-millions-deuros-en-serie-b/,Levée de fonds : 4 155 000,Fondateurs : Justine Lipuma et Christine Poncet,Nombre d'employés : 22,https://mycophyto.fr/?utm_source=JaimeLesStartups,https://fr.linkedin.com/company/mycophyto,,,,,PLUS DE 4 MILLIONS D’EUROS POUR MYCOPHYTO
Pasqal spécialiste du Quantum Computing annonce une levée de 100 millions € en série B,100 millions €,24/01/2023,https://www.jaimelesstartups.fr/news/pasqal-specialiste-du-quantum-computing-annonce-une-levee-de-100-millions-e-en-serie-b/,Levée de fonds : 100 millions €,"Fondateurs : Georges-Olivier Reymond, Christophe Jurczak, Dr. Alain Aspect, Dr. Antoine Browaeys, Dr. Thierry Lahaye",Nombre d'employés : 121,https://www.pasqal.com%20/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/pasqal/,,,,,LA STARTUP DEVRAIT COMMERCIALISER UNE SOLUTION D'ORDINATEUR QUANTIQUE COURANT 2024
PropTech1 Ventures,44 millions d'euros,19/01/2023,https://www.jaimelesstartups.fr/news/proptech1-ventures/,Levée de fonds : 44 millions d'euros,Fondateurs : Nikolas Samios,Nombre d'employés : 25,https://proptech1.ventures/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/proptech1/,,,,,"PROPTECH1 VENTURES CLÔT UNE PREMIÈRE LEVÉE DE 44 MILLIONS D’EUROS, DESTINÉS À INVESTIR DANS LES PROPTECH EUROPÉENNES"
Everping,1 800 000 €,23/01/2023,https://www.jaimelesstartups.fr/everping-outil-gestion-parc-informatique/,Levée de fonds : 1 800 000 €,Fondateurs : Aurélien Negret Nicolas Burel,Nombre d'employés : 30,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Everping,https://www.linkedin.com/company/everping,,,,,LA STARTUP EVERPING A CONÇU UN OUTIL POUR GÉRER LE MATÉRIEL AINSI QUE LES LOGICIELS DE VOTRE ENTREPRISE
Medaviz publie les resultats de son étude annuelle sur la téléconsultation,6 000 000€,03/02/2023,https://www.jaimelesstartups.fr/news/medaviz-publie-les-resultats-de-son-etude-annuelle-sur-la-teleconsultation/,Levée de fonds : 6 000 000€,Fondateurs : Stéphanie Hervier et Guillaume Lesdos,,https://www.medaviz.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/medaviz/,https://www.facebook.com/medaviz,,,,MEDAVIZ DÉVOILE LES RÉSULTATS DE SON ÉTUDE ANNUELLE SUR LA TÉLÉCONSULTATION
Mailinblack publie son premier baromètre de la sécurité des emails,50 000 000€,03/02/2023,https://www.jaimelesstartups.fr/news/mailinblack-publie-son-premier-barometre-de-la-securite-des-emails/,Levée de fonds : 50 000 000€,,,https://www.mailinblack.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/mailinblack/,https://www.facebook.com/mailinblack/,,,,BAROMÈTRE MAILINBLACK ANNUEL DE LA CYBERSÉCURITÉ DES MESSAGERIES ÉLECTRONIQUES
Codistwa Learning,42 000 €,06/02/2023,https://www.jaimelesstartups.fr/codistwa-learning-plateforme-formation-datascience/,Levée de fonds : 42 000 €,Fondateurs : Assitan Koné,,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Codistwa%20Learning,https://www.linkedin.com/company/codistwa/,https://www.facebook.com/profile.php?id=100077268443198,https://www.instagram.com/codistwa/,,,LA STARTUP CODISTWA EST UNE PLATEFORME DE FORMATIONS DATA SCIENCE
"Moten Technologies, la startup qui écoute vos muscles",1 000 000 €,26/01/2023,https://www.jaimelesstartups.fr/news/moten-technologies-la-startup-qui-ecoute-vos-muscles/,Levée de fonds : 1 000 000 €,Fondateurs : Maxime Projetti,Nombre d'employés : 15,https://www.moten-tech.com/fr/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/moten-technologies/,,,,,"MOTEN, LA PREMIÈRE TECHNOLOGIE DE MESURE ""ÉCOUTANT"" LES SONS PRODUITS PAR LES MUSCLES EN MOUVEMENT"
"COHORT annonce une levée de fonds de 3,2 millions d’€","3,2 millions",02/02/2023,https://www.jaimelesstartups.fr/news/cohort-annonce-une-levee-de-fonds-de-32-millions-de/,"Levée de fonds : 3,2 millions",Fondateurs : Séraphie de Tracy,,https://www.cohort.xyz/?utm_source=JaimeLesStartups,,,,,,"COHORT LÈVE 3,2 MILLIONS D’EUROS POUR RÉINVENTER LA RELATION CLIENT"
Wellness Prévention annonce une levée de 300 K€,300 000 €,25/01/2023,https://www.jaimelesstartups.fr/news/wellness-prevention-annonce-une-levee-de-300-ke-aupres-de-la-bpi/,Levée de fonds : 300 000 €,"Fondateurs : Marceau Félix, Baptiste Gouby, Thierry Wirth",,https://wellness-prevention.fr/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/wellnessprevention/,,,,,WELLNESS PRÉVENTION LÈVE 300.000 EUROS AUPRÈS DE BPIFRANCE
"Emagina annonce une levée de fonds de 1,3 millions €",1300000,27/01/2023,https://www.jaimelesstartups.fr/news/emagina-annonce-une-levee-de-fonds-de-13-millions-e/,Levée de fonds : 1300000,"Fondateurs : Paola Bourdon, Thomas Zuber, Roland Mellerio, Gonzague Mellerio",,https://emagina.care/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/emaginafr,,,,,"EDUCATION PÉRINÉALE & PRÉPARATION À L’ACCOUCHEMENT : LA FEMTECH EMAGINA LÈVE 1,3 M€ POUR DÉVELOPPER SON DISPOSITIF MÉDICAL CONNECTÉ"
"Defacto annonce l’accès au financement instantané sur Qonto, Pennylane et Libeo",15 M€,02/02/2023,https://www.jaimelesstartups.fr/news/defacto-annonce-lacces-au-financement-instantane-sur-qonto-pennylane-et-libeo/,Levée de fonds : 15 M€,"Fondateurs : Jordan Giuly, Morgane Ohana, Marc-Henry Gires",Nombre d'employés : 15,https://www.getdefacto.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/getdefacto/,,https://www.instagram.com/getdefacto/,,,"DEFACTO ANNONCE L'ACCÈS AU FINANCEMENT INSTANTANÉ SUR QONTO, PENNYLANE ET LIBEO"
Welcome to the Jungle annonce une levée de fonds de 50 millions €,50 millions €,26/01/2023,https://www.jaimelesstartups.fr/news/welcome-to-the-jungle-annonce-une-levee-de-fonds-de-50-millions-e/,Levée de fonds : 50 millions €,"Fondateurs : Jérémy Clédat, Bertrand Uzeel",Nombre d'employés : 605,https://www.welcometothejungle.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/wttj-fr,https://www.facebook.com/wttj.fr,https://www.instagram.com/welcometothejungle_fr/,,,WELCOME TO THE JUNGLE SPÉCIALISTE DE LA MARQUE EMPLOYEUR ANNONCE UNE SÉRIE C DE 50 MILLIONS D'EUROS.
"Hey Pongo, l’assistant marketing des commerçants, lève 5 M€",5 M€,17/02/2023,https://www.jaimelesstartups.fr/news/hey-pongo-lassistant-marketing-des-commercants-leve-5-me/,Levée de fonds : 5 M€,Fondateurs : Ludwig Jamet et Nicolas Samir,,https://www.heypongo.com/?utm_source=JaimeLesStartups,,,,,,"HEY PONGO, L’ASSISTANT MARKETING DES COMMERÇANTS, BOUCLE SA SÉRIE A ET LÈVE 5 M€ POUR ACCÉLÉRER LE DÉVELOPPEMENT DE SA PLATEFORME ET CONQUÉRIR L'EUROPE."
JAUQ,250000,16/02/2023,https://www.jaimelesstartups.fr/jauq-jokari-jeu-durable/,Levée de fonds : 250000,"Fondateurs : Clément Houllier, Maxime Larrat, Maxime Prieto, Alexis Caujolle, Maxime Regnault",Nombre d'employés : 1,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=JAUQ,https://www.linkedin.com/company/jauq/,https://www.facebook.com/enjoy.jauq/,https://www.instagram.com/jauq_sport/,,,"JAUC REMET LE JOKARI AU GOÛT DU JOUR, AVEC UNE VERSION DURABLE ET ESTHÉTIQUE."
bem.builders lève 2 millions d’euros pour intensifier son développement,2 millions d'euros,16/02/2023,https://www.jaimelesstartups.fr/news/bem-builders-leve-2-millions-deuros-pour-intensifier-son-developpement/,Levée de fonds : 2 millions d'euros,"Fondateurs : Neal Robert, Thibault Verdier, Marc Rollet, Quentin Tourbez, Paul Mouginot, Adrien Mouginot",Nombre d'employés : 15,https://www.bem.builders/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/bem-builders/,,,,,BEM.BUILDERS POURSUIT SA CONQUÊTE DU METAVERSE ET LÈVE 2 MILLIONS D’EUROS POUR INTENSIFIER SON DÉVELOPPEMENT ET SES ACTIVITÉS À L’INTERNATIONAL
"Ensweet annonce une levée de fonds de 2,4 millions d’euros",2.4 millions d'euros,01/03/2023,https://www.jaimelesstartups.fr/news/ensweet-annonce-une-levee-de-fonds-de-24-millions-deuros/,Levée de fonds : 2.4 millions d'euros,Fondateurs : Fabien Watrelot,Nombre d'employés : 14,https://www.ensweet.fr/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/ensweet-solution-de-t%C3%A9l%C3%A9r%C3%A9adaptation,,,,,"ENSWEET LÈVE 2,4 MILLIONS D’EUROS POUR FACILITER L’ACCÈS À LA RÉADAPTATION CARDIAQUE"
Tantiem,700000,17/02/2023,https://www.jaimelesstartups.fr/tantiem-immobilier-investissement-gestion-application/,Levée de fonds : 700000,"Fondateurs : Thomas PENET, Eric PRINET",Nombre d'employés : 3,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Tantiem,https://www.linkedin.com/company/Tantiem,https://www.facebook.com/TantiemFrance,https://www.instagram.com/Tantiem__,,,TANTIEM DÉVELOPPE UNE APPLICATION POUR INVESTIR FACILEMENT DANS L’IMMOBILIER RÉSIDENTIEL ET COMMERCIAL.
Evulpo,"CHF 7,7 millions",16/02/2023,https://www.jaimelesstartups.fr/evulpo-plateforme-apprentissage-soutien-scolaire/,"Levée de fonds : CHF 7,7 millions","Fondateurs : Christian Marty, Manuel Kant, Jonas Fehlmann",Nombre d'employés : 80,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Evulpo,https://www.linkedin.com/company/evulpo/mycompany/?viewAsMember=true,https://www.facebook.com/evulpo.fr,https://www.instagram.com/evulpo_fr/?hl=fr,,,EVULPO EST UNE PLATEFORME D’APPRENTISSAGE QUI PROPOSE DE L’AIDE GRATUITE DANS LES MATIÈRES SCOLAIRES.
Mailinblack annonce une croissance de 25 % de son chiffre d’affaires en 2022,50 000 000€,16/02/2023,https://www.jaimelesstartups.fr/news/mailinblack-annonce-une-croissance-de-25-de-son-chiffre-daffaires-en-2022/,Levée de fonds : 50 000 000€,,Nombre d'employés : 80,https://www.mailinblack.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/mailinblack/,https://www.facebook.com/mailinblack/,,,,MAILINBLACK ANNONCE UNE CROISSANCE DE 25 % DE SON CHIFFRE D’AFFAIRES EN 2022
Medaviz permet à 10 000 étudiants de bénéficier de téléconsultations,6 000 000€,17/02/2023,https://www.jaimelesstartups.fr/news/medaviz-permet-a-10-000-etudiants-de-beneficier-de-teleconsultations/,Levée de fonds : 6 000 000€,Fondateurs : Stéphanie Hervier et Guillaume Lesdos,,https://www.medaviz.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/medaviz/,https://www.facebook.com/medaviz,,,,UN ACCÈS EN 24/7 À UN MÉDECIN POUR LES 10 000 ÉTUDIANTS D'EDUCTIVE GRÂCE À LA TÉLÉCONSULTATION MEDAVIZ
"SAFTI annonce son entrée dans le French Tech Next40 et enregistre des résultats records en 2022, avec 210 millions de chiffre d’affaires",200 M€,22/02/2023,https://www.jaimelesstartups.fr/news/next40-immobilier/,Levée de fonds : 200 M€,,Nombre d'employés : 300,https://www.safti.fr/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/safti/?originalSubdomain=fr,,,,,SAFTI FAIT SON ENTRÉE DANS LE FRENCH TECH NEXT40
"BLACK TIGER annonce une levée de 14,5 millions d’euros",14.5 Mllions €,07/02/2023,https://www.jaimelesstartups.fr/news/black-tiger-annonce-une-levee-de-145-millions-deuros/,Levée de fonds : 14.5 Mllions €,Fondateurs : Anne-Tania Desmettre,Nombre d'employés : 146,https://blacktiger.tech/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/blacktigertech,,,,,"LE LEADER DE LA MASTER DATA PLATFORM EN EUROPE LÈVE 14,5 MILLIONS D'EUROS AUPRÈS D’ARCOLE ET DE FINANCE&INVEST.BRUSSELS POUR ACCÉLERER SON DÉVELOPPEMENT"
Olino,2200000,02/03/2023,https://www.jaimelesstartups.fr/olino-neoassurance-pour-les-pros/,Levée de fonds : 2200000,"Fondateurs : Quentin Fabre, Dorian Jorry",,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Olino,https://www.linkedin.com/company/olino-insurance/,,,,,LA STARTUP OLINA EST UNE ASSURANCE SIMPLE ET FACILE D’UTILISATION DÉDIÉE AUX PRO
Fleeti annonce une levée de fonds de 3 millions d’euros,3 000 000,13/03/2023,https://www.jaimelesstartups.fr/news/fleeti-annonce-une-levee-de-fonds-de-3-millions-deuros/,Levée de fonds : 3 000 000,Fondateurs : Iban OLÇOMENDY - Gabriel DELERUE,Nombre d'employés : 60,https://www.fleeti.co/?utm_source=JaimeLesStartups,https://fr.linkedin.com/company/fleeti-world?original_referer=https%3A%2F%2Fwww.google.com%2F,https://fr-fr.facebook.com/fleetiworld/,,,,FLEETI LÈVE 3 MILLIONS D’EUROS POUR ACCÉLÉRER SON DÉPLOIEMENT ENTRE LA FRANCE ET L'AFRIQUE.
Agilitest,1.6M,07/03/2023,https://www.jaimelesstartups.fr/agilitest-saas-automatisation-des-tests-qualite/,Levée de fonds : 1.6M,"Fondateurs : Christophe Cressend, CEO Pierre Huber, CTO, Président",Nombre d'employés : Plus de 13,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Agilitest,https://www.linkedin.com/company/agilitestcom/,https://www.facebook.com/agilitest/,https://www.instagram.com/agilitest/,,,LA STARTUP AGILITEST A CONÇU UNE OUTIL POUR AUTOMATISER LES TESTS QUALITÉS DES LOGICIELS.
SHARVY publie le résultat de son étude sur les parkings d’entreprises,"1,2 millions d'euros en 2020",06/03/2023,https://www.jaimelesstartups.fr/news/sharvy-publie-le-resultat-de-son-etude-sur-les-parkings-dentreprises/,"Levée de fonds : 1,2 millions d'euros en 2020",Fondateurs : Stéphane Seigneurin et Alex Michel,Nombre d'employés : 15,https://www.sharvy.com/?utm_source=JaimeLesStartups,,,,,,"POUR LA PREMIÈRE FOIS, SHARVY, CRÉATEUR D’UNE APPLICATION DIGITALE D’OPTIMISATION DE PARKING, A SONDÉ LES USAGES DU PARKING EN ENTREPRISES ET PARTAGE SES CHIFFRES."
"Elyn annonce une levée de fonds de 2,5M€",2 500 000,09/03/2023,https://www.jaimelesstartups.fr/news/elyn-annonce-une-levee-de-fonds-de-25me/,Levée de fonds : 2 500 000,"Fondateurs : El Mehdi Hachad, Hamza Sentissi",Nombre d'employés : 15,https://elyn.io/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/elyn/,,,,,"ELYN LÈVE 2,5M€ POUR DÉMOCRATISER LE ""TRY-BEFORE-YOU-BUY"""
Obvy annonce une levée de fonds de 2 millions d’euros,2000000€,07/03/2023,https://www.jaimelesstartups.fr/news/obvy-annonce-une-levee-de-fonds-de-2-millions-deuros/,Levée de fonds : 2000000€,Fondateurs : Charles-Henri Gourgerot Duvoin (CEO) et Stevy Long-Taã (Co fondateur),Nombre d'employés : 15,https://www.obvy-app.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/obvy/,https://www.facebook.com/ObvyApp,https://www.instagram.com/obvyapp/?hl=fr,,,LA FINTECH OBVY LÈVE 2 MILLIONS D’EUROS POUR ACCÉLÉRER LE DÉPLOIEMENT DE SA SOLUTION DE GESTION DES TRANSACTIONS EN LIGNE
Les soltutions de téléconsultation de Medaviz sont retenues par NephroCare,6 000 000€,09/03/2023,https://www.jaimelesstartups.fr/news/les-soltutions-de-teleconsultation-de-medaviz-sont-retenues-par-nephrocare/,Levée de fonds : 6 000 000€,Fondateurs : Stéphanie Hervier et Guillaume Lesdos,,https://www.medaviz.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/medaviz/,https://www.facebook.com/medaviz,,,,LA TÉLÉCONSULTATION MEDAVIZ SE DÉPLOIE DANS LES 41 CENTRES DE NÉPHROLOGIE ET DE DIALYSE NEPHROCARE EN FRANCE
SESAMm annonce une levée de fonds de 35 millions d’euros,€35 millions,03/03/2023,https://www.jaimelesstartups.fr/news/sesamm-annonce-une-levee-de-fonds-de-35-millions-deuros/,Levée de fonds : €35 millions,"Fondateurs : Sylvain Forté, Pierre Rinaldi, et Florian Aubry",Nombre d'employés : 100+,https://www.sesamm.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/sesamm-sas/,https://www.facebook.com/profile.php?id=100054417403950,https://www.instagram.com/sesamm_nlp/,,,SESAMM LÈVE 35 MILLIONS D'EUROS POUR DÉVELOPPER SON ACTIVITÉ D'ANALYSE DE DONNÉES ESG ET DE RÉPUTATION
GOMECANO annonce une levée de fonds de 2 millions d’euros,2 millions d’euros,03/03/2023,https://www.jaimelesstartups.fr/news/gomecano-annonce-une-levee-de-fonds-de-2-millions-deuros/,Levée de fonds : 2 millions d’euros,"Fondateurs : Alexandre Nivesse, Mathias Boutsen",,https://www.gomecano.com/?utm_source=JaimeLesStartups,,,,,,MÉCANIQUE AUTOMOBILE À DOMICILE : GOMECANO LÈVE 2 MILLIONS D’EUROS AUPRÈS DE VIA ID POUR ACCÉLÉRER SON DÉPLOIEMENT NATIONAL
Spareka lève 11 millions d’euros pour démocratiser l’autoréparation,11 000 000€,07/03/2023,https://www.jaimelesstartups.fr/news/spareka-leve-11-millions-deuros-pour-democratiser-lautoreparation/,Levée de fonds : 11 000 000€,Fondateurs : Geoffroy Malaterre,Nombre d'employés : 32,https://www.spareka.fr/?utm_source=JaimeLesStartups,https://fr.linkedin.com/company/spareka,https://www.facebook.com/spareka/?locale=fr_FR,https://www.instagram.com/spareka_fr/?hl=fr,,,SPAREKA LÈVE 11 MILLIONS D’EUROS ET POURSUIT LA RÉVOLUTION DU SECTEUR DE LA RÉPARATION !
DOCORGA,110 000 € en 2019,30/03/2023,https://www.jaimelesstartups.fr/docorga-plateoforme-pour-gerer-sa-reeducation-en-ligne/,Levée de fonds : 110 000 € en 2019,Fondateurs : Florian Faideau,Nombre d'employés : 13,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=DOCORGA,https://www.linkedin.com/company/docorga/,https://www.facebook.com/docorga,,,,LA STARTUP DOCORGA A CONÇU UNE PLATEFORME POUR VOUS PERMETTRE DE GÉRER LES SOINS LORS D’UNE RÉÉDUCATION !
Medaviz et la CSMF signent une charte de la télémédecine,6 000 000€,23/03/2023,https://www.jaimelesstartups.fr/news/medaviz-et-la-csmf-signent-une-charte-de-la-telemedecine/,Levée de fonds : 6 000 000€,Fondateurs : Stéphanie Hervier et Guillaume Lesdos,,https://www.medaviz.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/medaviz/,https://www.facebook.com/medaviz,,,,"MEDAVIZ ET LA CSMF S’ENGAGENT À TRAVERS UNE CHARTE POUR UNE TÉLÉMÉDECINE NOVATRICE, VERTUEUSE ET PORTEUSE DES VALEURS"
"Unipile annonce une levée de fonds d’1,5 millions d’euros",1500000€,24/03/2023,https://www.jaimelesstartups.fr/news/unipile-annonce-une-levee-de-fonds-d15-millions-deuros/,Levée de fonds : 1500000€,Fondateurs : Julien CREPIEUX et Arnaud HARTMANN,Nombre d'employés : 7,https://www.unipile.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/unipile,,,,,"UNIPILE LÈVE 1,5M€ POUR ACCÉLÉRER LE DÉVELOPPEMENT DU CLIENT DE MESSAGERIE MULTICANALES DES TPE/PME"
Modjo Cosmetics annonce une levée de fonds d’1 million d’euros,1 000 000,21/03/2023,https://www.jaimelesstartups.fr/news/modjo-cosmetics-annonce-une-levee-de-fonds-d1-million-deuros/,Levée de fonds : 1 000 000,Fondateurs : Caroline Dekermandjian,Nombre d'employés : 10,https://modjocosmetics.fr/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/modjocosmetics,https://www.facebook.com/MODJOCOSMETICS/?locale=fr_FR,https://www.instagram.com/modjocosmetics/,,,"NOUVELLE LEVÉE DE FONDS POUR MODJO COSMETICS, LA PREMIÈRE MARQUE DE COSMÉTIQUES POUR LES FUMEURS & EX-FUMEURS"
Neo by Nature,1M,15/03/2023,https://www.jaimelesstartups.fr/neo-by-nature-gel-douche-rechargeable/,Levée de fonds : 1M,Fondateurs : Paulin de Montbron et Hector Sentilhes,Nombre d'employés : 5,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Neo%20by%20Nature,https://www.linkedin.com/company/neocosmetics-bio/,https://www.facebook.com/NeobyNature,https://www.instagram.com/neo.by.nature/?hl=fr,,,LA STARTUP NEO BY NATURE A DÉCIDÉ DE CHANGER LE MONDE ET DE COMMENCER PAR VOTRE GEL DOUCHE !
Ledger annonce une levée de 100 millions d’euros,100 millions,31/03/2023,https://www.jaimelesstartups.fr/news/ledger-annonce-une-levee-de-100-millions-deuros/,Levée de fonds : 100 millions,Fondateurs : Eric Larchevêque,Nombre d'employés : 748,https://www.ledger.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/ledgerhq,https://www.facebook.com/Ledger/,https://www.instagram.com/ledger/,,,"LA STARTUP FRANÇAISE SPÉCIALISÉE DANS LES DEVICE DE STOCKAGE DE CRYPTO A RÉALISÉ UNE EXTENSION DE 100 MILLIONS DE SA SÉRIE C EN CONSERVANT SA VALORISATION (1,3 MILLIARD)"
LIKEWATT,600 000,27/03/2023,https://www.jaimelesstartups.fr/likewatt-outil-dimensionnement-autoconsommation-electrique/,Levée de fonds : 600 000,Fondateurs : Chady KHARRAT,Nombre d'employés : 6,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=LIKEWATT,https://www.linkedin.com/company/29038304/,,,,,LA STARTUP LIKEWATT PROPOSE UN OUTIL POUR LES FACILITER AUX PROFESSIONNELS DE L’ÉNERGIE LE CHIFFRAGE DE AUTOCONSOMMATION ÉLECTRIQUE.
